Id,Class
2997,3
2998,2
2999,3
3000,3
3001,5
3002,5
3003,5
3004,5
3005,1
3006,5
3007,3
3008,3
3009,7
3010,9
3011,5
3012,7
3013,3
3014,7
3015,9
3016,7
3017,2
3018,3
3019,0
3020,3
3021,3
3022,3
3023,9
3024,1
3025,1
3026,3
3027,5
3028,3
3029,9
3030,7
3031,7
3032,3
3033,5
3034,5
3035,3
3036,2
3037,1
3038,5
3039,5
3040,5
3041,5
3042,9
3043,9
3044,3
3045,1
3046,5
3047,5
3048,1
3049,5
3050,3
3051,3
3052,9
3053,5
3054,3
3055,3
3056,1
3057,9
3058,3
3059,1
3060,9
3061,5
3062,1
3063,9
3064,3
3065,3
3066,5
3067,9
3068,9
3069,9
3070,9
3071,9
3072,9
3073,3
3074,2
3075,9
3076,5
3077,0
3078,9
3079,1
3080,0
3081,2
3082,5
3083,5
3084,3
3085,7
3086,5
3087,9
3088,5
3089,1
3090,7
3091,5
3092,5
3093,5
3094,9
3095,3
3096,9
3097,9
3098,5
3099,3
3100,3
3101,3
3102,5
3103,1
3104,3
3105,5
3106,3
3107,5
3108,3
3109,5
3110,5
3111,9
3112,3
3113,3
3114,2
3115,3
3116,5
3117,9
3118,5
3119,1
3120,3
3121,5
3122,1
3123,5
3124,3
3125,2
3126,1
3127,1
3128,2
3129,1
3130,9
3131,5
3132,3
3133,5
3134,3
3135,7
3136,7
3137,1
3138,5
3139,3
3140,3
3141,3
3142,5
3143,5
3144,7
3145,3
3146,9
3147,2
3148,3
3149,9
3150,7
3151,9
3152,2
3153,9
3154,7
3155,1
3156,3
3157,2
3158,5
3159,3
3160,9
3161,7
3162,7
3163,3
3164,5
3165,0
3166,5
3167,3
3168,5
3169,5
3170,1
3171,5
3172,9
3173,3
3174,2
3175,1
3176,0
3177,3
3178,5
3179,3
3180,3
3181,5
3182,2
3183,5
3184,9
3185,7
3186,9
3187,2
3188,2
3189,5
3190,3
3191,3
3192,1
3193,0
3194,1
3195,3
3196,1
3197,7
3198,2
3199,9
3200,9
3201,3
3202,9
3203,3
3204,3
3205,3
3206,9
3207,1
3208,1
3209,3
3210,5
3211,3
3212,5
3213,9
3214,9
3215,5
3216,9
3217,9
3218,9
3219,5
3220,3
3221,3
3222,7
3223,1
3224,3
3225,2
3226,3
3227,9
3228,9
3229,5
3230,3
3231,5
3232,3
3233,7
3234,7
3235,5
3236,9
3237,3
3238,9
3239,3
3240,0
3241,3
3242,5
3243,1
3244,2
3245,2
3246,5
3247,3
3248,7
3249,7
3250,5
3251,9
3252,9
3253,7
3254,7
3255,3
3256,9
3257,3
3258,3
3259,3
3260,3
3261,3
3262,1
3263,0
3264,3
3265,5
3266,9
3267,3
3268,9
3269,5
3270,3
3271,1
3272,2
3273,9
3274,9
3275,3
3276,5
3277,2
3278,3
3279,5
3280,3
3281,3
3282,5
3283,3
3284,2
3285,5
3286,2
3287,7
3288,3
3289,3
3290,3
3291,5
3292,1
3293,3
3294,3
3295,3
3296,2
3297,3
3298,3
3299,9
3300,9
3301,3
3302,3
3303,1
3304,3
3305,3
3306,3
3307,1
3308,9
3309,3
3310,9
3311,5
3312,5
3313,2
3314,9
3315,2
3316,7
3317,9
3318,1
3319,9
3320,5
3321,1
3322,3
3323,2
3324,2
3325,2
3326,5
3327,3
3328,3
3329,3
3330,3
3331,3
3332,3
3333,5
3334,3
3335,1
3336,3
3337,9
3338,1
3339,9
3340,3
3341,3
3342,5
3343,7
3344,2
3345,9
3346,5
3347,3
3348,5
3349,3
3350,5
3351,9
3352,5
3353,7
3354,5
3355,9
3356,3
3357,7
3358,5
3359,5
3360,1
3361,9
3362,9
3363,5
3364,3
3365,3
3366,5
3367,7
3368,9
3369,9
3370,5
3371,3
3372,3
3373,7
3374,1
3375,5
3376,5
3377,5
3378,7
3379,3
3380,3
3381,9
3382,9
3383,9
3384,0
3385,9
3386,3
3387,1
3388,3
3389,5
3390,3
3391,7
3392,3
3393,2
3394,2
3395,9
3396,3
3397,9
3398,1
3399,9
3400,5
3401,5
3402,7
3403,3
3404,5
3405,1
3406,9
3407,3
3408,9
3409,7
3410,5
3411,7
3412,1
3413,3
3414,3
3415,0
3416,0
3417,9
3418,7
3419,3
3420,5
3421,9
3422,5
3423,5
3424,9
3425,2
3426,3
3427,9
3428,7
3429,3
3430,3
3431,5
3432,3
3433,3
3434,9
3435,3
3436,3
3437,1
3438,0
3439,9
3440,5
3441,9
3442,9
3443,1
3444,1
3445,5
3446,1
3447,2
3448,9
3449,5
3450,3
3451,5
3452,7
3453,2
3454,3
3455,2
3456,2
3457,3
3458,2
3459,1
3460,3
3461,7
3462,3
3463,3
3464,2
3465,5
3466,7
3467,5
3468,9
3469,3
3470,3
3471,2
3472,5
3473,3
3474,9
3475,1
3476,3
3477,9
3478,1
3479,2
3480,9
3481,3
3482,9
3483,2
3484,5
3485,1
3486,3
3487,9
3488,3
3489,3
3490,5
3491,3
3492,7
3493,1
3494,7
3495,9
3496,3
3497,3
3498,7
3499,3
3500,3
3501,3
3502,9
3503,1
3504,1
3505,9
3506,9
3507,9
3508,5
3509,5
3510,3
3511,9
3512,7
3513,7
3514,9
3515,5
3516,5
3517,5
3518,9
3519,1
3520,9
3521,7
3522,3
3523,5
3524,9
3525,9
3526,3
3527,1
3528,3
3529,9
3530,1
3531,3
3532,3
3533,3
3534,4
3535,1
3536,9
3537,3
3538,5
3539,9
3540,3
3541,9
3542,3
3543,5
3544,5
3545,5
3546,5
3547,7
3548,3
3549,3
3550,7
3551,3
3552,3
3553,3
3554,3
3555,9
3556,3
3557,3
3558,7
3559,9
3560,5
3561,1
3562,7
3563,3
3564,1
3565,5
3566,9
3567,2
3568,2
3569,5
3570,5
3571,9
3572,2
3573,7
3574,5
3575,3
3576,9
3577,7
3578,3
3579,9
3580,3
3581,7
3582,3
3583,7
3584,3
3585,2
3586,3
3587,1
3588,2
3589,9
3590,9
3591,3
3592,3
3593,5
3594,7
3595,5
3596,3
3597,1
3598,3
3599,3
3600,5
3601,3
3602,5
3603,9
3604,3
3605,9
3606,3
3607,3
3608,2
3609,2
3610,2
3611,2
3612,3
3613,3
3614,2
3615,3
3616,3
3617,2
3618,9
3619,9
3620,1
3621,1
3622,9
3623,2
3624,7
3625,3
3626,3
3627,5
3628,3
3629,3
3630,9
3631,5
3632,3
3633,5
3634,5
3635,3
3636,9
3637,0
3638,3
3639,3
3640,5
3641,9
3642,9
3643,3
3644,9
3645,9
3646,3
3647,9
3648,2
3649,2
3650,1
3651,9
3652,7
3653,5
3654,1
3655,3
3656,9
3657,3
3658,2
3659,9
3660,5
3661,3
3662,9
3663,5
3664,9
3665,9
3666,9
3667,7
3668,3
3669,5
3670,2
3671,3
3672,2
3673,0
3674,9
3675,9
3676,3
3677,9
3678,1
3679,3
3680,5
3681,3
3682,3
3683,5
3684,1
3685,9
3686,3
3687,3
3688,7
3689,3
3690,9
3691,5
3692,9
3693,3
3694,5
3695,7
3696,9
3697,9
3698,9
3699,1
3700,3
3701,9
3702,3
3703,7
3704,3
3705,3
3706,3
3707,9
3708,2
3709,5
3710,1
3711,9
3712,3
3713,2
3714,2
3715,2
3716,5
3717,5
3718,5
3719,5
3720,3
3721,9
3722,3
3723,9
3724,0
3725,5
3726,3
3727,0
3728,9
3729,3
3730,3
3731,3
3732,5
3733,9
3734,3
3735,3
3736,0
3737,3
3738,1
3739,3
3740,1
3741,2
3742,7
3743,5
3744,3
3745,9
3746,5
3747,3
3748,9
3749,7
3750,3
3751,0
3752,3
3753,5
3754,3
3755,3
3756,3
3757,5
3758,5
3759,5
3760,3
3761,2
3762,3
3763,3
3764,5
3765,2
3766,3
3767,3
3768,1
3769,1
3770,3
3771,3
3772,3
3773,3
3774,5
3775,3
3776,3
3777,5
3778,1
3779,3
3780,2
3781,5
3782,3
3783,3
3784,5
3785,9
3786,9
3787,3
3788,5
3789,3
3790,9
3791,9
3792,5
3793,3
3794,5
3795,1
3796,3
3797,3
3798,9
3799,0
3800,1
3801,1
3802,3
3803,5
3804,3
3805,3
3806,2
3807,9
3808,2
3809,3
3810,7
3811,3
3812,9
3813,5
3814,5
3815,3
3816,3
3817,5
3818,1
3819,3
3820,3
3821,9
3822,5
3823,9
3824,3
3825,7
3826,5
3827,3
3828,3
3829,1
3830,3
3831,3
3832,9
3833,3
3834,9
3835,9
3836,1
3837,7
3838,9
3839,3
3840,1
3841,7
3842,3
3843,1
3844,3
3845,5
3846,3
3847,5
3848,5
3849,5
3850,1
3851,7
3852,3
3853,9
3854,3
3855,3
3856,1
3857,5
3858,1
3859,9
3860,9
3861,5
3862,1
3863,9
3864,3
3865,3
3866,9
3867,3
3868,9
3869,5
3870,5
3871,3
3872,2
3873,7
3874,9
3875,3
3876,3
3877,3
3878,7
3879,5
3880,1
3881,5
3882,5
3883,7
3884,3
3885,9
3886,9
3887,3
3888,9
3889,1
3890,1
3891,1
3892,2
3893,9
3894,9
3895,3
3896,9
3897,3
3898,3
3899,9
3900,0
3901,1
3902,7
3903,5
3904,7
3905,3
3906,3
3907,9
3908,1
3909,9
3910,1
3911,5
3912,3
3913,5
3914,3
3915,1
3916,3
3917,0
3918,3
3919,3
3920,1
3921,3
3922,5
3923,5
3924,3
3925,3
3926,3
3927,5
3928,1
3929,5
3930,3
3931,3
3932,3
3933,3
3934,1
3935,9
3936,3
3937,3
3938,2
3939,3
3940,3
3941,7
3942,3
3943,9
3944,3
3945,3
3946,3
3947,1
3948,7
3949,7
3950,1
3951,3
3952,1
3953,5
3954,5
3955,3
3956,5
3957,9
3958,1
3959,0
3960,7
3961,3
3962,5
3963,1
3964,7
3965,1
3966,3
3967,2
3968,9
3969,3
3970,5
3971,1
3972,5
3973,3
3974,3
3975,7
3976,3
3977,9
3978,5
3979,5
3980,2
3981,5
3982,9
3983,3
3984,5
3985,3
3986,3
3987,5
3988,2
3989,9
3990,9
3991,7
3992,9
3993,3
3994,3
3995,3
3996,1
3997,3
3998,9
3999,5
4000,3
4001,3
4002,9
4003,5
4004,7
4005,3
4006,3
4007,5
4008,1
4009,9
4010,5
4011,5
4012,3
4013,3
4014,9
4015,9
4016,1
4017,2
4018,3
4019,3
4020,2
4021,3
4022,7
4023,1
4024,5
4025,2
4026,5
4027,3
4028,2
4029,5
4030,3
4031,3
4032,3
4033,3
4034,3
4035,3
4036,7
4037,2
4038,2
4039,1
4040,5
4041,3
4042,3
4043,7
4044,9
4045,9
4046,1
4047,9
4048,9
4049,9
4050,1
4051,3
4052,3
4053,1
4054,3
4055,5
4056,1
4057,7
4058,9
4059,5
4060,3
4061,2
4062,3
4063,5
4064,3
4065,9
4066,9
4067,3
4068,5
4069,7
4070,5
4071,2
4072,3
4073,9
4074,3
4075,7
4076,9
4077,9
4078,9
4079,2
4080,3
4081,4
4082,3
4083,3
4084,3
4085,5
4086,7
4087,3
4088,2
4089,5
4090,9
4091,1
4092,9
4093,3
4094,3
4095,5
4096,3
4097,5
4098,5
4099,3
4100,3
4101,9
4102,3
4103,7
4104,3
4105,3
4106,3
4107,5
4108,3
4109,3
4110,3
4111,3
4112,3
4113,7
4114,9
4115,2
4116,3
4117,7
4118,3
4119,5
4120,9
4121,3
4122,2
4123,1
4124,1
4125,5
4126,1
4127,3
4128,3
4129,9
4130,3
4131,3
4132,9
4133,9
4134,1
4135,3
4136,3
4137,1
4138,2
4139,5
4140,0
4141,1
4142,3
4143,3
4144,3
4145,3
4146,3
4147,1
4148,2
4149,5
4150,3
4151,3
4152,5
4153,0
4154,2
4155,9
4156,3
4157,3
4158,1
4159,3
4160,3
4161,2
4162,3
4163,9
4164,9
4165,3
4166,1
4167,3
4168,3
4169,3
4170,3
4171,7
4172,3
4173,3
4174,5
4175,3
4176,1
4177,7
4178,2
4179,7
4180,1
4181,9
4182,9
4183,1
4184,9
4185,7
4186,2
4187,1
4188,5
4189,5
4190,3
4191,9
4192,3
4193,7
4194,3
4195,3
4196,5
4197,1
4198,5
4199,3
4200,2
4201,2
4202,1
4203,5
4204,3
4205,3
4206,0
4207,9
4208,9
4209,1
4210,9
4211,3
4212,3
4213,3
4214,3
4215,9
4216,5
4217,3
4218,5
4219,1
4220,3
4221,2
4222,3
4223,2
4224,0
4225,3
4226,9
4227,7
4228,3
4229,3
4230,2
4231,3
4232,5
4233,3
4234,1
4235,1
4236,5
4237,3
4238,5
4239,1
4240,9
4241,2
4242,3
4243,5
4244,7
4245,5
4246,9
4247,1
4248,2
4249,3
4250,3
4251,5
4252,2
4253,5
4254,9
4255,3
4256,1
4257,5
4258,5
4259,5
4260,2
4261,9
4262,3
4263,3
4264,3
4265,3
4266,3
4267,2
4268,7
4269,9
4270,9
4271,3
4272,3
4273,9
4274,5
4275,3
4276,9
4277,5
4278,7
4279,9
4280,3
4281,7
4282,7
4283,3
4284,5
4285,7
4286,1
4287,9
4288,7
4289,2
4290,3
4291,5
4292,3
4293,9
4294,3
4295,1
4296,9
4297,5
4298,3
4299,2
4300,3
4301,2
4302,3
4303,9
4304,3
4305,9
4306,3
4307,3
4308,3
4309,5
4310,1
4311,3
4312,5
4313,5
4314,1
4315,3
4316,3
4317,2
4318,5
4319,5
4320,9
4321,1
4322,3
4323,5
4324,1
4325,3
4326,5
4327,3
4328,7
4329,5
4330,9
4331,3
4332,9
4333,3
4334,9
4335,3
4336,5
4337,2
4338,7
4339,5
4340,3
4341,5
4342,1
4343,5
4344,5
4345,3
4346,9
4347,7
4348,5
4349,3
4350,2
4351,3
4352,9
4353,5
4354,9
4355,3
4356,7
4357,5
4358,4
4359,9
4360,7
4361,5
4362,9
4363,7
4364,3
4365,3
4366,2
4367,3
4368,5
4369,9
4370,7
4371,1
4372,3
4373,3
4374,3
4375,9
4376,7
4377,1
4378,1
4379,2
4380,3
4381,3
4382,9
4383,9
4384,2
4385,7
4386,2
4387,5
4388,9
4389,3
4390,5
4391,9
4392,5
4393,3
4394,3
4395,1
4396,9
4397,7
4398,5
4399,2
4400,5
4401,1
4402,9
4403,7
4404,9
4405,7
4406,9
4407,5
4408,1
4409,1
4410,1
4411,3
4412,3
4413,2
4414,9
4415,3
4416,5
4417,3
4418,3
4419,5
4420,5
4421,5
4422,4
4423,9
4424,3
4425,2
4426,5
4427,2
4428,5
4429,5
4430,3
4431,3
4432,1
4433,3
4434,3
4435,3
4436,5
4437,3
4438,9
4439,9
4440,3
4441,5
4442,9
4443,9
4444,3
4445,1
4446,7
4447,1
4448,3
4449,2
4450,9
4451,3
4452,1
4453,3
4454,3
4455,5
4456,5
4457,1
4458,9
4459,3
4460,0
4461,5
4462,1
4463,5
4464,3
4465,3
4466,9
4467,3
4468,9
4469,5
4470,1
4471,3
4472,3
4473,7
4474,9
4475,3
4476,1
4477,3
4478,9
4479,7
4480,1
4481,2
4482,1
4483,3
4484,3
4485,5
4486,3
4487,9
4488,9
4489,3
4490,2
4491,3
4492,5
4493,7
4494,7
4495,5
4496,3
4497,9
4498,3
4499,9
4500,5
4501,0
4502,3
4503,5
4504,0
4505,5
4506,9
4507,9
4508,3
4509,3
4510,2
4511,9
4512,1
4513,3
4514,3
4515,2
4516,5
4517,9
4518,2
4519,1
4520,1
4521,2
4522,3
4523,5
4524,5
4525,5
4526,1
4527,5
4528,5
4529,5
4530,5
4531,3
4532,1
4533,5
4534,1
4535,3
4536,9
4537,5
4538,9
4539,3
4540,1
4541,3
4542,3
4543,3
4544,3
4545,3
4546,5
4547,3
4548,1
4549,9
4550,7
4551,1
4552,2
4553,2
4554,7
4555,3
4556,3
4557,1
4558,5
4559,2
4560,5
4561,3
4562,3
4563,5
4564,5
4565,1
4566,3
4567,9
4568,9
4569,1
4570,3
4571,3
4572,9
4573,3
4574,9
4575,5
4576,9
4577,3
4578,5
4579,3
4580,7
4581,1
4582,2
4583,1
4584,9
4585,3
4586,5
4587,1
4588,2
4589,3
4590,5
4591,1
4592,1
4593,9
4594,9
4595,2
4596,1
4597,0
4598,2
4599,9
4600,3
4601,9
4602,9
4603,3
4604,9
4605,3
4606,5
4607,9
4608,3
4609,5
4610,1
4611,5
4612,3
4613,2
4614,9
4615,9
4616,1
4617,5
4618,3
4619,3
4620,3
4621,9
4622,1
4623,3
4624,3
4625,3
4626,9
4627,2
4628,3
4629,1
4630,1
4631,9
4632,9
4633,1
4634,7
4635,7
4636,7
4637,5
4638,9
4639,5
4640,5
4641,3
4642,2
4643,3
4644,3
4645,3
4646,3
4647,3
4648,1
4649,1
4650,3
4651,5
4652,2
4653,9
4654,3
4655,5
4656,5
4657,3
4658,3
4659,5
4660,3
4661,1
4662,3
4663,9
4664,3
4665,3
4666,9
4667,3
4668,1
4669,9
4670,7
4671,2
4672,5
4673,5
4674,3
4675,3
4676,9
4677,3
4678,5
4679,1
4680,7
4681,9
4682,9
4683,9
4684,1
4685,3
4686,9
4687,3
4688,5
4689,3
4690,3
4691,3
4692,3
4693,9
4694,3
4695,3
4696,3
4697,1
4698,9
4699,7
4700,5
4701,3
4702,3
4703,5
4704,3
4705,0
4706,2
4707,9
4708,5
4709,3
4710,9
4711,3
4712,7
4713,7
4714,5
4715,3
4716,9
4717,7
4718,1
4719,2
4720,1
4721,7
4722,3
4723,3
4724,0
4725,1
4726,3
4727,3
4728,7
4729,3
4730,5
4731,9
4732,9
4733,3
4734,3
4735,5
4736,3
4737,7
4738,2
4739,2
4740,9
4741,5
4742,9
4743,9
4744,9
4745,1
4746,9
4747,9
4748,3
4749,1
4750,5
4751,3
4752,3
4753,1
4754,3
4755,3
4756,3
4757,3
4758,3
4759,5
4760,5
4761,3
4762,9
4763,3
4764,3
4765,3
4766,3
4767,3
4768,5
4769,3
4770,7
4771,7
4772,3
4773,7
4774,5
4775,3
4776,3
4777,2
4778,3
4779,3
4780,1
4781,3
4782,7
4783,9
4784,3
4785,0
4786,4
4787,1
4788,1
4789,2
4790,7
4791,2
4792,1
4793,7
4794,9
4795,3
4796,3
4797,2
4798,3
4799,5
4800,9
4801,9
4802,2
4803,3
4804,9
4805,5
4806,3
4807,7
4808,3
4809,1
4810,1
4811,7
4812,3
4813,1
4814,5
4815,9
4816,9
4817,1
4818,3
4819,7
4820,5
4821,9
4822,2
4823,2
4824,3
4825,3
4826,2
4827,3
4828,3
4829,9
4830,9
4831,1
4832,9
4833,5
4834,3
4835,9
4836,5
4837,3
4838,2
4839,3
4840,7
4841,3
4842,3
4843,9
4844,5
4845,0
4846,2
4847,3
4848,9
4849,2
4850,9
4851,5
4852,3
4853,3
4854,2
4855,9
4856,7
4857,7
4858,9
4859,5
4860,5
4861,3
4862,5
4863,5
4864,7
4865,9
4866,9
4867,0
4868,2
4869,1
4870,3
4871,5
4872,3
4873,2
4874,5
4875,5
4876,9
4877,2
4878,1
4879,9
4880,3
4881,3
4882,3
4883,1
4884,1
4885,9
4886,1
4887,9
4888,9
4889,3
4890,9
4891,5
4892,9
4893,3
4894,9
4895,2
4896,3
4897,0
4898,9
4899,5
4900,5
4901,3
4902,5
4903,3
4904,9
4905,2
4906,9
4907,3
4908,9
4909,0
4910,9
4911,7
4912,3
4913,9
4914,9
4915,3
4916,3
4917,3
4918,3
4919,5
4920,9
4921,9
4922,3
4923,3
4924,3
4925,0
4926,3
4927,3
4928,3
4929,5
4930,2
4931,3
4932,2
4933,3
4934,3
4935,3
4936,9
4937,9
4938,7
4939,5
4940,7
4941,2
4942,3
4943,3
4944,1
4945,9
4946,3
4947,5
4948,5
4949,1
4950,3
4951,3
4952,3
4953,5
4954,1
4955,3
4956,3
4957,9
4958,3
4959,9
4960,9
4961,3
4962,1
4963,5
4964,1
4965,0
4966,3
4967,5
4968,2
4969,1
4970,7
4971,1
4972,3
4973,3
4974,1
4975,9
4976,1
4977,9
4978,3
4979,2
4980,3
4981,3
4982,1
4983,9
4984,1
4985,2
4986,9
4987,5
4988,7
4989,5
4990,3
4991,1
4992,1
4993,3
4994,3
4995,2
4996,5
4997,9
4998,3
4999,7
5000,1
5001,3
5002,5
5003,2
5004,3
5005,1
5006,3
5007,9
5008,3
5009,9
5010,3
5011,5
5012,3
5013,5
5014,3
5015,1
5016,3
5017,1
5018,1
5019,9
5020,2
5021,3
5022,5
5023,5
5024,7
5025,1
5026,2
5027,5
5028,3
5029,3
5030,0
5031,3
5032,0
5033,9
5034,1
5035,3
5036,3
5037,3
5038,9
5039,9
5040,3
5041,3
5042,1
5043,2
5044,9
5045,9
5046,3
5047,2
5048,7
5049,5
5050,5
5051,1
5052,2
5053,5
5054,5
5055,9
5056,9
5057,9
5058,3
5059,2
5060,9
5061,1
5062,5
5063,3
5064,7
5065,5
5066,5
5067,9
5068,2
5069,9
5070,3
5071,3
5072,3
5073,7
5074,9
5075,2
5076,7
5077,5
5078,5
5079,3
5080,5
5081,3
5082,9
5083,2
5084,9
5085,3
5086,1
5087,7
5088,0
5089,9
5090,9
5091,5
5092,3
5093,5
5094,9
5095,1
5096,0
5097,2
5098,7
5099,3
5100,1
5101,9
5102,9
5103,1
5104,3
5105,5
5106,3
5107,2
5108,1
5109,9
5110,7
5111,9
5112,9
5113,3
5114,5
5115,9
5116,9
5117,3
5118,5
5119,3
5120,3
5121,3
5122,5
5123,5
5124,3
5125,3
5126,3
5127,1
5128,3
5129,3
5130,0
5131,1
5132,9
5133,3
5134,3
5135,3
5136,3
5137,3
5138,3
5139,9
5140,0
5141,1
5142,5
5143,3
5144,3
5145,3
5146,1
5147,5
5148,3
5149,5
5150,9
5151,9
5152,9
5153,7
5154,5
5155,5
5156,9
5157,3
5158,2
5159,3
5160,9
5161,2
5162,9
5163,3
5164,9
5165,1
5166,3
5167,3
5168,3
5169,3
5170,9
5171,5
5172,3
5173,3
5174,9
5175,1
5176,9
5177,3
5178,5
5179,3
5180,7
5181,3
5182,3
5183,1
5184,2
5185,1
5186,0
5187,3
5188,5
5189,9
5190,7
5191,5
5192,3
5193,9
5194,9
5195,9
5196,3
5197,3
5198,3
5199,2
5200,7
5201,9
5202,7
5203,7
5204,2
5205,1
5206,3
5207,3
5208,7
5209,3
5210,7
5211,5
5212,3
5213,5
5214,3
5215,9
5216,9
5217,5
5218,1
5219,9
5220,2
5221,3
5222,3
5223,2
5224,1
5225,3
5226,3
5227,1
5228,2
5229,9
5230,3
5231,2
5232,1
5233,1
5234,7
5235,5
5236,3
5237,9
5238,9
5239,3
5240,5
5241,3
5242,3
5243,3
5244,3
5245,5
5246,3
5247,9
5248,3
5249,3
5250,3
5251,1
5252,5
5253,1
5254,3
5255,3
5256,3
5257,3
5258,3
5259,3
5260,2
5261,3
5262,5
5263,7
5264,3
5265,5
5266,3
5267,3
5268,9
5269,1
5270,1
5271,3
5272,0
5273,2
5274,3
5275,2
5276,1
5277,5
5278,1
5279,9
5280,1
5281,2
5282,2
5283,2
5284,2
5285,5
5286,3
5287,1
5288,7
5289,3
5290,9
5291,5
5292,1
5293,9
5294,5
5295,3
5296,3
5297,7
5298,1
5299,3
5300,1
5301,3
5302,7
5303,7
5304,3
5305,5
5306,9
5307,3
5308,1
5309,7
5310,3
5311,9
5312,3
5313,5
5314,9
5315,9
5316,9
5317,3
5318,1
5319,3
5320,9
5321,9
5322,9
5323,1
5324,7
5325,2
5326,9
5327,1
5328,9
5329,2
5330,5
5331,1
5332,5
5333,3
5334,3
5335,5
5336,4
5337,7
5338,9
5339,5
5340,9
5341,2
5342,9
5343,3
5344,9
5345,2
5346,2
5347,9
5348,9
5349,5
5350,3
5351,5
5352,3
5353,9
5354,5
5355,3
5356,2
5357,9
5358,2
5359,7
5360,5
5361,3
5362,7
5363,3
5364,7
5365,5
5366,5
5367,5
5368,3
5369,5
5370,5
5371,3
5372,3
5373,7
5374,7
5375,9
5376,5
5377,9
5378,0
5379,3
5380,0
5381,5
5382,1
5383,2
5384,3
5385,9
5386,9
5387,1
5388,9
5389,5
5390,5
5391,3
5392,2
5393,2
5394,5
5395,5
5396,5
5397,2
5398,5
5399,1
5400,3
5401,5
5402,5
5403,5
5404,3
5405,9
5406,9
5407,7
5408,9
5409,3
5410,2
5411,9
5412,5
5413,7
5414,9
5415,3
5416,9
5417,9
5418,2
5419,3
5420,9
5421,9
5422,3
5423,5
5424,3
5425,1
5426,3
5427,9
5428,3
5429,2
5430,5
5431,5
5432,1
5433,5
5434,9
5435,0
5436,3
5437,1
5438,3
5439,9
5440,3
5441,3
5442,3
5443,3
5444,3
5445,2
5446,9
5447,7
5448,1
5449,9
5450,5
5451,9
5452,2
5453,5
5454,9
5455,9
5456,9
5457,2
5458,3
5459,5
5460,5
5461,3
5462,3
5463,7
5464,3
5465,3
5466,7
5467,1
5468,2
5469,3
5470,3
5471,5
5472,9
5473,3
5474,3
5475,2
5476,9
5477,7
5478,9
5479,1
5480,7
5481,3
5482,3
5483,3
5484,3
5485,2
5486,3
5487,9
5488,3
5489,5
5490,1
5491,5
5492,3
5493,2
5494,9
5495,5
5496,5
5497,3
5498,3
5499,1
5500,5
5501,1
5502,2
5503,5
5504,3
5505,3
5506,7
5507,3
5508,3
5509,3
5510,5
5511,7
5512,9
5513,3
5514,3
5515,1
5516,7
5517,9
5518,3
5519,3
5520,9
5521,2
5522,3
5523,7
5524,1
5525,9
5526,5
5527,2
5528,9
5529,5
5530,2
5531,3
5532,3
5533,1
5534,3
5535,2
5536,1
5537,5
5538,1
5539,3
5540,5
5541,1
5542,5
5543,3
5544,3
5545,1
5546,5
5547,7
5548,3
5549,7
5550,7
5551,1
5552,3
5553,9
5554,9
5555,3
5556,5
5557,2
5558,9
5559,5
5560,9
5561,3
5562,3
5563,5
5564,3
5565,1
5566,3
5567,9
5568,3
5569,3
5570,2
5571,3
5572,1
5573,5
5574,1
5575,3
5576,3
5577,3
5578,5
5579,1
5580,9
5581,3
5582,7
5583,3
5584,7
5585,3
5586,3
5587,3
5588,1
5589,5
5590,3
5591,7
5592,3
5593,3
5594,3
5595,3
5596,3
5597,3
5598,7
5599,2
5600,9
5601,3
5602,3
5603,3
5604,3
5605,5
5606,3
5607,1
5608,5
5609,9
5610,3
5611,3
5612,3
5613,3
5614,1
5615,3
5616,7
5617,3
5618,3
5619,2
5620,5
5621,1
5622,2
5623,3
5624,2
5625,3
5626,9
5627,3
5628,5
5629,5
5630,9
5631,9
5632,5
5633,3
5634,3
5635,3
5636,2
5637,3
5638,9
5639,1
5640,9
5641,3
5642,3
5643,1
5644,9
5645,9
5646,3
5647,3
5648,3
5649,7
5650,1
5651,3
5652,3
5653,1
5654,3
5655,3
5656,2
5657,3
5658,5
5659,3
5660,5
5661,3
5662,7
5663,3
5664,3
5665,5
5666,3
5667,5
5668,3
5669,2
5670,1
5671,2
5672,3
5673,3
5674,0
5675,7
5676,5
5677,5
5678,3
5679,2
5680,9
5681,9
5682,2
5683,0
5684,9
5685,9
5686,3
5687,3
5688,5
5689,5
5690,3
5691,5
5692,3
5693,7
5694,9
5695,3
5696,2
5697,7
5698,1
5699,3
5700,7
5701,2
5702,3
5703,9
5704,9
5705,9
5706,0
5707,0
5708,5
5709,1
5710,0
5711,3
5712,5
5713,2
5714,3
5715,2
5716,9
5717,5
5718,3
5719,3
5720,2
5721,3
5722,9
5723,9
5724,3
5725,3
5726,9
5727,3
5728,9
5729,1
5730,9
5731,7
5732,3
5733,5
5734,2
5735,3
5736,1
5737,9
5738,9
5739,3
5740,3
5741,3
5742,2
5743,9
5744,1
5745,3
5746,1
5747,9
5748,9
5749,3
5750,5
5751,3
5752,3
5753,1
5754,3
5755,3
5756,3
5757,5
5758,9
5759,3
5760,5
5761,1
5762,5
5763,1
5764,3
5765,9
5766,5
5767,1
5768,3
5769,7
5770,3
5771,9
5772,9
5773,9
5774,2
5775,2
5776,3
5777,2
5778,5
5779,5
5780,9
5781,7
5782,1
5783,5
5784,9
5785,5
5786,5
5787,9
5788,9
5789,3
5790,3
5791,2
5792,0
5793,7
5794,9
